id,url,servings,readyInMins,cookMins,prepMins,pricePerServing,isCheap,cuisines,diets,glutenFree,lowFodmap,vegan,vegetarian,veryHealthy,veryPopular,numSteps,numIngrs,ingrList
662850,https://www.foodista.com/recipe/Y56N3CVY/tangy-savory-mexican-soup,8,45,None,None,222.17,False,['Mexican'],['gluten free'],True,False,False,False,False,False,7,19,"['avocado', 'carrots', 'cilantro', 'garlic cloves', 'ground beef', 'lime juice', 'oregano', 'bell peppers', 'chili flakes', 'onion', 'sea salt & pepper', 'cream', 'tomato paste', 'tortilla chips', 'combination of water', 'onion', 'zucchini', 'cortido', 'cortido']"
645514,https://www.foodista.com/recipe/72TL7P4J/green-salad-with-fresh-orange-juice-dressing,2,15,None,None,278.9,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian']",True,False,False,True,False,False,4,12,"['carrot', 'hardboiled eggs', 'granulated sugar', 'apple', 'ground pepper', 'jicama', 'lime', 'olive oil', 'oranges', 'romaine lettuce', 'sea salt', 'tomato']"
641962,https://www.foodista.com/recipe/XQNPGJDB/easy-eggplant-parmesan,4,45,None,None,262.65,False,"['Mediterranean', 'Italian', 'European']","['gluten free', 'lacto ovo vegetarian', 'primal']",True,False,False,True,False,False,13,7,"['olive oil', 'onion', 'garlic clove', 'pasta sauce', 'eggplant', 'style cheese', 'basil leaves']"
645384,https://www.foodista.com/recipe/F7WPPMM3/greek-yogurt-chicken-salad,4,30,None,None,309.37,False,"['Mediterranean', 'European', 'Greek']","['gluten free', 'primal']",True,False,False,False,False,False,13,7,"['cashews', 'chicken breasts', 'craisins', 'dijon mustard', 'garlic powder', 'greek yogurt', 'salt']"
638369,https://www.foodista.com/recipe/6458DTC4/chicken-tangsuyuk-sweet-n-sour-chicken,4,30,None,None,271.36,False,"['Chinese', 'Asian']",['dairy free'],False,False,False,False,False,False,15,14,"['carrots', 'chicken breasts', 'cider vinegar', 'corn starch', 'cornstarch', 'edamame', 'egg', 'flour', 'onion', 'pineapple juice', 'soy sauce', 'sugar', 'vegetable oil', 'water']"
665146,https://www.foodista.com/recipe/GHLG67VL/white-bean-turkey-chili,8,45,None,None,338.7,False,['American'],['dairy free'],False,False,False,False,False,False,17,16,"['olive oil', 'tomatillos', 'onion', 'pasilla peppers', 'jalapeno', 'garlic', 'chili powder', 'chipotle powder', 'cumin', 'coriander', 'salt', 'ground turkey', 'pale ale', 'chicken stock', 'cannellini beans', 'corn']"
638038,https://www.foodista.com/recipe/GDYH8VKD/chicken-cordon-bleu-with-mushroom-sauce,4,45,None,None,398.53,False,[],[],False,False,False,False,False,False,16,16,"['butter', 'chicken breasts', 'chicken broth', 'cooking oil', 'flour', 'parsley', 'garlic', 'gruyere cheese', 'half& half', 'ham', 'mushrooms', 'onion', 'panko bread crumbs', 'salt', 'tarragon', 'white wine']"
986003,https://www.pinkwhen.com/instant-pot-chicken-tacos/,6,25,20,5,444.51,False,['Mexican'],"['gluten free', 'dairy free', 'whole 30']",True,False,False,False,False,False,10,6,"['pepper', 'chicken breasts', 'lime juice', 'purple onion', 'salsa', 'taco seasoning']"
632726,https://www.foodista.com/recipe/5H3DPRV6/aromatic-perch-fillets,3,45,None,None,452.72,False,[],"['dairy free', 'pescatarian']",False,False,False,False,False,False,10,15,"['bay leaves', 'peppercorn', 'cardamom', 'cinnamon', 'corn flour', 'flour', 'garlic', 'ground nutmeg', 'ground paprika', 'ground pepper', 'beer', 'peanut oil', 'perch fillets', 'sea salt', 'seasoning mix']"
654468,https://www.foodista.com/recipe/YH2FT2M3/pan-seared-duck-with-blueberry-glaze,4,45,None,None,865.22,False,[],['gluten free'],True,False,False,False,False,False,16,12,"['salt', 'ground pepper', 'thyme leaves', 'rosemary', 'vegetable oil', 'butter', 'duck breast halves', 'blueberries', 'water', 'apple juice', 'sugar', 'jalapeno pepper']"
638389,https://www.foodista.com/recipe/P7ZX4DTZ/chicken-tikka-masala-indian,4,45,None,None,513.47,False,"['Indian', 'Asian']",[],False,False,False,False,False,False,17,16,"['chicken breasts', 'onion', '4 garlic', 'ginger powder', 'tomato puree', 'ground turmeric', 'ground cumin', 'garam masala', 'paprika', 'cayenne', 'yogurt', 'butter', 'salt and pepper', 'canola oil', 'loaves ready-made naan', 'cilantro']"
663227,https://www.foodista.com/recipe/2KN7GQSY/the-best-quinoa-minestrone,8,45,None,None,367.27,False,"['Mediterranean', 'Italian', 'European']",['gluten free'],True,False,False,False,False,False,19,21,"['olive oil', 'pancetta', 'carrots', 'celery', 'russet potato', 'onion', 'garlic', 'thyme', 'basil', 'pepper falkes', 'canned tomatoes', 'chicken broth', 'bay leaf', 'salt and pepper', 'quinoa', 'cannellini beans', 'baby spinach', 'pinot grigio', 'pesto', 'parmesan cheese', 'baguette smothered in my pistachio pesto']"
663908,https://www.foodista.com/recipe/DJXDHZ45/tuna-balls-in-tomato-sauce,2,45,None,None,226.51,False,[],['pescatarian'],False,False,False,False,False,False,16,18,"['bread crumbs', 'broad-leaved parsley', 'canned tomatoes', 'tuna', 'celery', 'egg', 'basil', 'garlic glove', 'heavy cream', 'lemon juice', 'lemon zest', 'marsala', 'olive oil', 'parmesan', 'pine nuts', 'salt/pepper', 'shallot', 'spaghetti']"
651407,https://www.foodista.com/recipe/N6XLCVFG/mediterranean-eggplants,4,45,None,None,329.1,False,[],[],False,False,False,False,False,False,7,10,"['almonds', 'bread crumbs', 'egg', 'eggplants', 'feta cheese', 'dill', 'mozzarella cheese', 'olive oil', 'pepper', 'sausage without the casing']"
658987,https://www.foodista.com/recipe/V56KFMM6/sage-and-brown-butter-sauce-with-whole-wheat-pasta,6,45,None,None,149.66,False,[],[],False,False,False,False,False,False,24,10,"['spaghetti', 'butternut squash', 'olive oil', 'spicy pork sausage', 'onion', 'apple', 'butter', 'sage', 'kosher salt', 'coarse ground pepper']"
660989,https://www.foodista.com/recipe/DMHP836W/spiced-squash-bisque,2,45,None,None,323.49,False,[],"['gluten free', 'lacto ovo vegetarian', 'primal']",True,False,False,True,False,False,11,12,"['olive oil', 'onion', 'butternut squash', 'gloves of garlic', 'coriander seeds', 'ground cardamom', 'ground cumin', 'cayenne', 'bay leaf', 'kosher salt', 'vegetable stock', 'greek yogurt']"
661460,https://www.foodista.com/recipe/W2NX45C6/spring-time-lunch-baked-salmon-with-parsley-sauce,4,25,None,None,408.99,False,[],['pescatarian'],False,False,False,False,False,False,17,10,"['pepper', 'dijon mustard', 'flat leaved parsley', 'juice of lemon', 'olive oil', 'flour', 'reduced fat milk', 'salmon filets', 'salt', 'butter']"
633820,https://www.foodista.com/recipe/CZJTF4FW/baked-stuffed-peppers,4,45,None,None,160.36,False,[],"['gluten free', 'lacto ovo vegetarian']",True,False,False,True,False,False,17,14,"['bell pepper', 'brown rice', 'butter', 'celery', 'eggs', 'chiles', 'onion', 'oregano leaves', 'parsley', 'peppers', 'peppers', 'salt', 'sharp cheddar cheese', 'sunflower seeds']"
653078,https://www.foodista.com/recipe/G6C3K4JQ/new-york-strip-with-beurre-maitre-dhotel,6,45,None,None,690.11,False,[],"['gluten free', 'primal', 'fodmap friendly']",True,True,False,False,False,False,16,7,"['pepper', 'stk butter', 'parsley', 'lemon juice', 'essence', 'beef new york strip roast', 'salt']"
638464,https://www.foodista.com/recipe/HYGDBGMT/chicken-red-pepper-and-white-bean-chili,6,75,None,None,259.77,False,['American'],['gluten free'],True,False,False,False,False,False,24,14,"['canned tomatoes', 'cannellini beans', 'chicken breasts', 'chicken stock', 'garlic', 'ground cloves', 'ground cumin', 'olive oil', 'onion', 'oregano', 'parsley', 'bell pepper', 'salt', 'mozzarella cheese']"
657537,https://www.foodista.com/recipe/FCD4TQFH/quick-and-easy-caprese-salad,4,45,None,None,196.78,False,"['Mediterranean', 'Italian', 'European']","['gluten free', 'lacto ovo vegetarian', 'primal']",True,False,False,True,False,False,None,7,"['balsamic vinegar', 'basil leaves', 'mozzarella cheese', 'olive oil', 'bell pepper', 'salt', 'tomatoes']"
637323,https://www.foodista.com/recipe/ND5JQ3HL/cauliflower-leek-and-cheddar-cheese-soup,4,45,None,None,242.17,False,[],['gluten free'],True,False,False,False,False,False,9,10,"['cauliflower', 'leek', 'olive oil', 'thyme', 'garlic', 'worcestershire sauce', 'vegetable broth', 'evaporated milk', 'cheddar cheese', 'cheddar cheese']"
660286,https://www.foodista.com/recipe/6BD8GQMK/slow-cooker-chicken-verde-enchilada,8,45,None,None,319.32,False,['Mexican'],[],False,False,False,False,False,False,24,21,"['avocados', 'chicken', 'tsp chili powder', 'cilantro', 'tsp cumin', 'flour tortillas', 'garlic', 'tsp garlic powder', 'tsp garlic powder', 'tsp ground coriander', 'jalapenos', 'juice of lime', 'nonfat greek yogurt', 'onion', 'tsp onion powder', 'tsp pepper', 'tsp pepper', 'cheddar cheese', 'mexican blend cheese', 'tomatillos', 'water']"
640982,https://www.foodista.com/recipe/8ZCY7RPJ/cuban-black-beans-rice,4,45,None,None,135.39,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,False,False,12,14,"['olive oil', 'bell pepper', 'onion', 'garlic', 'tomato paste', 'oregano', 'ground cumin', 'rice', 'black beans', 'water', 'salt', 'bay leaf', 'red wine vinegar', 'optional garnishes - such as scallion']"
643857,https://www.foodista.com/recipe/SNFFG2VB/frittata,2,45,None,None,270.59,False,[],['gluten free'],True,False,False,False,False,False,16,15,"['bell pepper', 'emmantel cheese', 'long stem chives', 'eggs', 'milk', 'various mushrooms', 'mustard greens', 'regular olive oil', 'chili flakes', 'shallots', 'dashs of soy sauce', 'tomatoes', 'water', 'saki', 'saki']"
638409,https://www.foodista.com/recipe/NS3B8M6T/chicken-verde-enchilada-casserole,6,45,None,None,283.16,False,['Mexican'],['gluten free'],True,False,False,False,False,False,17,11,"['chicken breasts', ""lawry's garlic salt and pepper"", 'olive oil', 'cheddar cheese', 'mozzarella cheese', 'la victoria chile verde enchilada sauce', 'corn tortillas', 'cream', 'guacamole', 'tomatoes', 'green onions']"
648758,https://www.foodista.com/recipe/5N2CDTCN/kari-kepala-ikan-bersama-belimbing-buluh-fish-head-curry,4,45,None,None,210.47,False,"['Indian', 'Asian']","['gluten free', 'dairy free', 'whole 30', 'pescatarian', 'ketogenic']",True,False,False,False,False,False,9,18,"['mustard seeds', 'chili powder', 'coconut milk', 'coriander powder', 'cumin powder', 'curry leaves', 'fennel powder', 'fenugreek/halba seeds', 'garlic paste', 'ginger paste', 'tenggiri/mackerel fish head - clean and chop into pieces', 'oil', 'onion paste', 'pepper powder', 'salt', 'turmeric/kunyit powder', 'belimbing buluh', 'belimbing buluh']"
664726,https://www.foodista.com/recipe/4BFBKDRM/vegetarian-tostadas-gluten-free,4,45,None,None,166.51,False,['Mexican'],"['gluten free', 'lacto ovo vegetarian']",True,False,False,True,False,False,8,12,"['corn tortillas', 'black beans', 'onions', 'garlic', 'olive oil', 'chiles in adobo sauce', 'spinach', 'spinkle of basil and garlic sea salt', 'cherry tomatoes', 'feta cheese', 'cream', 'salsa']"
649186,https://www.foodista.com/recipe/J2TQVTSY/lamb-and-mushroom-stew,6,45,None,None,459.1,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,17,16,"['pepper', 'thinly- carrots', 'whl cloves', 'cornstarch', 'wine', 'basil leaves', 'rosemary leaves', 'shiitake mushrooms', 'garlic cloves', 'boned lamb shoulder fat-trimmed', 'common mushrooms', 'onions', 'thin- pancetta', 'pkt peas', 'potatoes', 'salt']"
638316,https://www.foodista.com/recipe/FYBFJS4M/chicken-shawarma-bowl,4,45,None,None,421.48,False,['Middle Eastern'],[],False,False,False,False,False,False,28,24,"['carrots', 'cherry tomatoes', 'cumin', 'dill', 'garlic', 'garlic powder', 'greek yogurt', 'ground pepper', 'hummus', 'juice of lemon', 'rice', 'chicken broth', 'olive oil', 'olive oil', 'onion', 'onion powder', 'parsley', 'pita bread', 'salt', 'chicken breasts', 'turmeric', 'tsp turmeric powder', 'peppe', 'peppe']"
634251,https://www.foodista.com/recipe/5HNJCC4B/bar-nuts,4,45,None,None,234.82,False,[],"['gluten free', 'lacto ovo vegetarian', 'fodmap friendly']",True,True,False,True,False,False,5,6,"['almonds', 'butter', 'cayenne', 'coarse salt', 'brown sugar', 'coarsely-chopped rosemary leaves']"
982365,https://www.pinkwhen.com/instant-pot-hawaiian-chicken-recipe/,4,18,13,5,235.34,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,7,3,"['barbecue sauce', 'chicken breasts', 'dole pineapple tidbits']"
645651,https://www.foodista.com/recipe/3XL3LWV3/grilled-chicken-pasta-with-gorgonzola-walnut-cream-sauce,6,45,None,None,325.27,False,[],[],False,False,False,False,False,False,12,13,"['butter', 'flour', 'chicken broth', 'wine', 'cream', 'gorgonzola cheese', 'walnuts', 'green onions', 'thyme', 'sage', 'parmesan cheese', 'chicken breasts', 'pasta']"
1178323,https://www.pinkwhen.com/instant-pot-chili/,6,30,15,5,197.67,False,['American'],"['gluten free', 'dairy free']",True,False,False,False,False,False,14,15,"['onion', 'bell pepper', 'ground beef extra', 'beef broth', 'tomatoes', 'tomato sauce', 'kidney beans', 'pinto beans', 'olive oil', 'cayenne pepper', 'garlic powder', 'oregano', 'ground pepper', 'cumin', 'chili powder']"
654617,https://www.foodista.com/recipe/QTN2S8MH/pappardelle-with-bolognese,6,45,None,None,385.22,False,[],[],False,False,False,False,False,False,11,15,"['bay leaves', 'beef broth', 'carrot', 'celery', 'wine', 'thyme', 'garlic cloves', 'ground pork', 'ground veal', 'olive oil', 'parmesan cheese', 'pappardelle pasta', 'bacon', 'tomato puree', 'onion']"
659907,https://www.foodista.com/recipe/M5573SSL/shrimp-orzo,8,45,None,None,333.83,False,[],['pescatarian'],False,False,False,False,False,False,19,16,"['canned tomatoes', 'wine', 'fennel bulb', 'feta cheese', 'parsley', 'loves of garlic', 'lemon wedges', 'chicken broth', 'olive oil', 'onion', 'oregano', 'orzo pasta', 'pepper flakes', 'salt & pepper', 'shrimp', 'water']"
637520,https://www.foodista.com/recipe/VXY5YRCW/cheddar-spinach-and-pepper-omelet-bagel-sandwich,2,45,None,None,215.27,False,[],[],False,False,False,False,False,False,10,9,"['bell pepper', 'onion', 'cheddar cheese', 'egg whites', 'eggs', 'nonfat milk', 'salt and pepper', 'bagels', 'bagged baby spinach leaves']"
651646,https://www.foodista.com/recipe/FMYR7SHP/mexican-lasagna-with-chicken-black-bean,4,45,None,None,246.39,False,"['Mediterranean', 'Italian', 'European']",['gluten free'],True,False,False,False,False,False,14,16,"['black beans', 'canola oil', 'cilantro', 'corn tortillas', 'cumin powder', 'chipotle enchilada sauce', 'garlic powder', 'ground chicken', 'jalapenos', 'onion', 'bell pepper', 'bell pepper', 'chili powder', 'salt', 'sharp cheddar cheese', 'taco seasoning']"
982384,https://www.pinkwhen.com/ultimate-game-day-chicken-nachos/,4,45,None,None,214.07,False,['Mexican'],['gluten free'],True,False,False,False,False,False,None,9,"['black beans', 'cooked chicken', 'jack cheese', 'jalapeno', 'pico de gallo', 'pineapple', 'refried beans', 'sweet corn', 'tortilla chips']"
639629,https://www.foodista.com/recipe/RL6K6X3J/classic-macaroni-and-cheese,6,45,None,None,172.82,False,['American'],[],False,False,False,False,False,False,16,9,"['bread crumbs', 'butter', 'cayenne pepper', 'flour', 'heavy cream', 'short macaroni', 'salt and pepper', 'sharp cheddar', 'milk']"
638315,https://www.foodista.com/recipe/R66F23JJ/chicken-sausage-white-bean-and-cabbage-soup,6,45,None,None,196.23,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,10,11,"['olive oil', 'onion', 'carrots', 'salt', 'pepper', 'garlic', 'pepper flakes', 'mild chicken sausage', 'vegetable stock', 'beans', 'cabbage']"
639616,https://www.foodista.com/recipe/7H25S7NF/jewish-penicillin,6,45,None,None,169.58,False,[],['dairy free'],False,False,False,False,False,False,15,14,"['pepper', 'carrots', 'celery stalks', 'chicken', 'optional: dill', 'eggs', 'dill', 'matzo meal', 'onion', 'parsley', 'salt', 'salt and pepper', 'seltzer water', 'vegetable oil']"
649395,https://www.foodista.com/recipe/L64TMDV2/lean-shepherds-pie,4,45,None,None,257.95,False,"['English', 'Scottish', 'British', 'European']",['gluten free'],True,False,False,False,False,False,1,7,"['chicken broth', 'corn kernels', 'ground beef', 'onion', 'potatoes', 'reduced fat cheddar cheese', 'salt']"
641815,https://www.foodista.com/recipe/YTTTGRJK/easy-and-delicious-taco-soup,6,45,None,None,301.97,False,['Mexican'],['gluten free'],True,False,False,False,False,False,4,15,"['ground turkey', 'onion', 'pinto beans', 'kidney beans', 'regular corn', 'tomato sauce', 'tomatoes', 'chiles', 'olives', 'taco seasoning', 'cayenne pepper', 'cilantro', 'cheese', 'tortilla chips', 'cream']"
1095697,https://www.foodista.com/recipe/FVTVH5K4/15-minute-tamari-marinated-steak-salad-recipe-paleo-keto,2,15,None,None,450.47,False,[],"['gluten free', 'dairy free', 'paleolithic', 'fodmap friendly', 'ketogenic']",True,True,False,False,False,False,6,10,"['salad greens', 'bell pepper', 'cherry tomatoes', 'radishes', 'olive oil', 'lemon juice', 'salt', 'steak', 'tamari soy sauce', 'avocado oil']"
654409,https://www.foodista.com/recipe/3KKJ7Q3T/pan-fried-rainbow-trout,4,45,None,None,487.92,False,[],"['gluten free', 'primal', 'fodmap friendly', 'pescatarian']",True,True,False,False,False,False,9,10,"['pepper', 'butter', 'butterflied', 'cherry tomatoes', 'tarragon', 'olive oil', 'rainbow trout', 'salt', 'inch through the center two', 'through the center two']"
634573,https://www.foodista.com/recipe/P6TV4HRY/beef-and-prune-casserole,4,45,None,None,560.53,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,7,12,"['bay leaves', 'beef stock', 'carrots', 'full bodied red wine', 'fat cloves of garlic', 'olive oil 1-2', 'onions', 'fat prunes', 'salt and pepper', 'braising steak', 'zuchinni', 'zuchinni']"
642681,https://www.foodista.com/recipe/KRVYLC3H/fesenjan,4,30,None,None,356.98,False,[],"['gluten free', 'primal']",True,False,False,False,False,False,9,11,"['butter', 'chicken breast', 'chicken stock', 'cinnamon', 'lemon juice', 'molasses', 'onions', 'pomegranate juice', 'salt and pepper', 'tomato sauce', 'walnuts']"
649280,https://www.foodista.com/recipe/5CWM5FKL/lasagna-silvia,8,45,None,None,263.73,False,"['Mediterranean', 'Italian', 'European']",['gluten free'],True,False,False,False,False,False,18,11,"['onion', 'virgin olive oil', 'portabella mushroom', 'butter', 'spinach', 'zucchini', 'ricotta cheese', 'eggs', 'mozzarella cheese', 'parmesan', 'pacific natural foods creamy tomato soup']"
1697607,https://maplewoodroad.com/easy-homemade-chicken-and-dumplings-from-scratch/,4,85,75,10,465.71,False,[],[],False,False,False,False,False,False,12,20,"['chicken breast', 'vegetable oil', 'onion', 'celery', 'carrots', 'peas', 'garlic', 'chicken broth', 'heavy cream', 'butter', 'thyme', 'bay leaves', 'parsley', 'flour', 'salt and pepper', 'flour', 'baking powder', 'heavy cream', 'butter', 'salt']"
638235,https://www.foodista.com/recipe/SGWW2KYZ/chicken-parmesan-with-pasta,4,45,None,None,243.4,False,"['Mediterranean', 'Italian', 'European']",[],False,False,False,False,False,False,19,10,"['angel hair pasta', 'breadcrumbs', 'breasts of chicken', 'egg', 'flour', 'garlic powder', 'mozzarella cheese', 'pasta sauce', 'salt and pepper', 'vegetable oil']"
633263,https://www.foodista.com/recipe/QPXXKRS4/bacon-potato-soup-gluten-free,6,45,None,None,197.02,False,[],['dairy free'],False,False,False,False,False,False,12,12,"['olive oil', 'bacon', 'onions', 'garlic cloves', 'chicken stock', 'baking potaotes', 'savoy cabbage', 'worcestershire sauce', 'dijon mustard', 'flat leaf parsley', 'garnish', 'garnish']"
1095801,https://www.foodista.com/recipe/XJXZMDBR/pork-tenderloin-in-puff-pastry,4,75,None,None,370.93,False,[],['dairy free'],False,False,False,False,False,False,15,7,"['pork tenderloin', 'dijon mustard', 'pancetta', 'olive oil', 'pesto', 'puff pastry', 'oregano leaves']"
632043,https://www.foodista.com/recipe/YJ8M4YCY/alaska-pollack-fish-cakes,3,45,None,None,406.44,False,[],"['gluten free', 'pescatarian']",True,False,False,False,False,False,13,16,"['butter', 'egg', 'egg yolk', 'garlic', 'lemon juice', 'olive oil', 'onion', 'parsley', 'pepper', 'pepper', 'sea salt', 'water', 'white wine', 'worcestershire sauce', 'alaska pollack', 'mash from']"
660220,https://www.foodista.com/recipe/BCC472YG/skillet-roasted-chicken-potatoes,4,45,None,None,208.77,False,[],"['gluten free', 'dairy free', 'fodmap friendly', 'whole 30']",True,True,False,False,False,False,18,6,"['olive oil', 'thyme', 'paprika', 'salt & pepper', 'chicken', 'yukon gold potatoes']"
636599,https://www.foodista.com/recipe/PVYSZMS6/butternut-squash-gnocchi-with-whiskey-cream-sauce,4,45,None,None,402.9,False,"['Mediterranean', 'Italian', 'European']",[],False,False,False,False,False,False,32,15,"['butternut squash', 'parmesan cheese', 'nutmeg', 'salt', 'bell pepper', 'eggs', 'butter', 'flour', 'shallots', 'garlic', 'chicken stock', 'bourbon', 'heavy cream', 'salt and pepper', 'thyme leaves']"
659988,https://www.foodista.com/recipe/DCXZ65TN/shrimp-pasta-with-white-wine-tomato-cream-sauce,4,45,None,None,299.47,False,[],['pescatarian'],False,False,False,False,False,False,11,9,"['cherry tomatoes', 'coriander/cilantro', 'garlic', 'heavy cream', '.4 oz. linguine', 'olive oil', 'salt & pepper', 'shallots', '.5 oz. shrimp']"
651585,https://www.foodista.com/recipe/H3LGHZSR/mexican-chicken-lettuce-wraps,6,45,None,None,155.38,False,['Mexican'],"['gluten free', 'dairy free']",True,False,False,False,False,False,7,13,"['chicken breast', 'lime juice', 'ground cumin', 'ground chile powder', 'seasoned salt', 'garlic powder', 'olive oil', 'black beans', 'tomato', 'onion', 'bell pepper', 'avocado', 'boston lettuce leaves']"
637996,https://www.foodista.com/recipe/ZBZ7SBV2/chicken-brown-fried-rice,5,45,None,None,134.23,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,10,9,"['brown rice', 'carrots', 'chicken breast', 'eggs', 'garlic cloves', 'olive oil', 'peas', 'pineapple', 'reduced sodium soy sauce']"
664017,https://www.foodista.com/recipe/8FVC3CSL/turkey-chorizo-and-potato-tacos,4,45,None,None,257.0,False,['Mexican'],"['gluten free', 'dairy free']",True,False,False,False,False,False,17,13,"['potatoes', 'salt', 'ground turkey', 'grinds pepper', 'paprika', 'paprika', 'garlic', 'adobo sauce from a chipotle peppers in adobo', 'ground coriander', 'oregano', 'cider vinegar', 'vegetable oil', 'corn tortillas']"
636682,https://www.foodista.com/recipe/HSP3BYFZ/caesar-chicken-salad,2,45,None,None,139.62,False,['American'],['gluten free'],True,False,False,False,False,False,2,11,"['olives', 'celery', 'chicken', 'garlic clove', 'lemon juice', 'mayonnaise', 'parmesan cheese', 'pimientos', 'romaine lettuce leaves', 'salt and pepper', 'scallion']"
664087,https://www.foodista.com/recipe/J6HGBYYC/turkish-baharat-meatballs-with-lentil-pilaf,8,45,None,None,165.4,False,[],['dairy free'],False,False,False,False,False,False,12,28,"['rasher bacon', 'baharat spice mix', 'basmati rice', 'pepper', 'canned tomatoes', 'courgette', 'cumin', 'savoury', 'egg', 'flour', 'garlic', 'garlic', 'cardamom pods', 'ground cinnamon', 'ground cumin', 'ground nutmeg', 'ground pepper', 'lentils', 'beef mince', 'mint', 'mushrooms', 'olive oil', 'onion', 'capsicum', 'salt', 'salt', 'salt', 'water']"
633171,https://www.foodista.com/recipe/NSTFKPHS/avocado-mango-salad-with-grilled-shrimp,4,45,None,None,644.21,False,[],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,False,False,12,16,"['shrimp', 'hass avocados', 'mango', 'lime wedges', 'mango', 'red wine vinegar', 'lime juice', 'ginger', 'sugar', 'dijon mustard', 'canola oil', 'cilantro', 'lime zest', 'habanero chile', 'onion', 'salt and pepper']"
655783,https://www.foodista.com/recipe/X4TYPT2Y/persimmon-pomegranate-and-goat-cheese-salad,4,45,None,None,311.08,False,[],"['gluten free', 'lacto ovo vegetarian', 'primal']",True,False,False,True,False,False,1,11,"['spinach', 'fuyu persimmon', 'goat cheese', 'pomegranate seeds', 'walnuts', 'olive oil', 'balsamic vinegar', 'lemon juice', 'shallot', 'garlic', 'salt and pepper']"
654913,https://www.foodista.com/recipe/6QZ47BPL/pasta-with-chicken-and-mushrooms,6,45,None,None,175.15,False,[],['dairy free'],False,False,False,False,False,False,24,11,"['balsamic vinegar', 'bay leaf', 'chicken breast halves', 'chicken broth', 'flour', 'linguini', 'mushrooms', 'olive oil', 'pepper', 'salt', 'thyme']"
637686,https://www.foodista.com/recipe/43WDTHNL/cheesy-stuufed-bell-peppers,4,75,None,None,106.4,False,[],"['gluten free', 'lacto ovo vegetarian']",True,False,False,True,False,False,12,6,"['bell peppers', 'corn oil', 'beans', 'eggs', 'garlic', 'cheddar']"
