id,servings,readyInMins,cookMins,prepMins,pricePerServing,isCheap,cuisines,diets,glutenFree,lowFodmap,vegan,vegetarian,veryHealthy,veryPopular,numSteps,numIngrs,ingrList
715415,8,55,45,10,300.45,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,True,13,13,"['additional toppings: avocado', 'carrots', 'celery stalks', 'chicken breast', 'flat leaf parsley', 'garlic', 'olive oil', 'canned tomatoes', 'lentils', 'salt and pepper', 'turnip', 'vegetable stock', 'onion']"
782601,6,45,None,None,168.43,False,"['Creole', 'Cajun']","['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,14,20,"['brown rice', 'carrots', 'celery', 'celery seed', 'kidney beans', 'marjoram', 'thyme', 'eggplant', 'garlic', 'green beans', 'ground pepper', 'ground sage', 'liquid smoke', 'olive oil', 'bell pepper', 'onion', 'sea salt', 'sriracha', 'tomatoes', 'vegetable stock']"
716004,6,45,None,None,186.91,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian']",True,False,False,True,True,False,13,13,"['cashews', 'dried cherries', 'dried chickpeas', 'dried thyme', 'ground cumin', 'honey', 'juice of orange', 'olive oil', 'quinoa', 'red wine vinegar', 'sea-salt', 'sun-dried tomatoes', 'turmeric']"
716627,2,35,None,None,106.02,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,True,7,10,"['black beans', 'canned tomatoes', 'chili powder', 'cumin', 'ground pepper', 'optional: of hot sauce', 'olive oil', 'onion', 'rice', 'water']"
664147,6,45,None,None,49.7,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,7,8,"['bay leaf', 'rosemary', 'garlic', 'olive oil', 'onion', 'salt', 'water', 'beans']"
660306,6,45,None,None,298.81,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,20,8,"['cinnamon', 'cumin', 'garbanzo beans *1', 'ground pepper', 'onion', 'pork should roast', 'salt', 'water *2']"
715769,2,30,None,None,414.24,False,"['Mediterranean', 'Italian', 'European']","['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,10,7,"['broccolini', 'garlic clove', 'olive oil', 'onion', 'quinoa', 'vegetable broth', 'walnuts']"
636589,1,45,None,None,340.39,False,[],['gluten free'],True,False,False,False,True,False,4,5,"['butternut squash', 'goat cheese', 'liquid egg substitute', 'non-fat milk', 'bell pepper']"
646738,6,45,None,None,78.07,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,30,12,"['olive oil', 'onion', 'garlic', 'carrot', 'kosher salt', 'bay leaves', 'rosemary leaves', 'the following: parmesan rind)', 'navy', 'water', 'dinosaur kale', 'juice of lemon']"
663559,4,45,None,None,115.56,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,5,10,"['olive oil', 'onion', 'garlic', 'carrots', 'tomatoes', 'bay leaf', 'water', 'lentils', 'salt', 'parsley']"
715421,4,30,15,15,262.25,False,['Mexican'],['gluten free'],True,False,False,False,False,True,9,16,"['avocado', 'pepper', 'black beans', 'canned tomatoes', 'chili powder', 'quinoa', 'cumin', 'verde enchilada sauce', 'cilantro', 'green onion tops', 'roma tomato', 'salt', 'cheese', 'chicken breast', 'corn', 'pepper']"
648320,2,45,None,None,696.04,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'pescatarian']",True,False,False,False,True,False,3,12,"['salmon', 'green onion', 'chives', 'cilantro', 'thai basil', 'ginger', 'lime zest', 'lime juice', 'rice vinegar', 'habanero sauce and chile', 'salt and pepper', 'olive oil to coat']"
652417,3,30,None,None,126.12,False,[],"['dairy free', 'lacto ovo vegetarian', 'vegan']",False,False,True,True,True,False,7,16,"['broccoli', 'chickpeas', 'carrots', 'celery stalks', 'lentils', 'couscous', 'cilantro', 'ground cinnamon', 'ground cumin', 'ground turmeric', 'lemon juice', 'olive oil', 'paprika', 'salt and pepper', 'tomato paste', 'water']"
636787,4,45,None,None,224.09,False,[],"['gluten free', 'dairy free', 'whole 30']",True,False,False,False,True,False,35,10,"['onion', 'carrots', 'garlic cloves', 'potatoes', 'chorizo links', 'chicken stock and 2 cups of water', 'kale', 'of water and 2 packets of chicken boullion', 'pepper flakes', 'salt and pepper']"
716311,2,45,None,None,151.08,False,"['Chinese', 'Asian']","['gluten free', 'dairy free']",True,False,False,False,False,False,7,6,"['chicken stock', 'seasoning cubes', 'mango', 'rice', 'vegetables', 'scotch bonnet pepper']"
157344,1,10,None,None,458.2,False,[],"['gluten free', 'lacto ovo vegetarian']",True,False,False,True,True,False,7,10,"['almonds', 'avocado', 'balsamic vinegar', 'cheddar cheese', 'kidney beans', 'greens', 'olive oil', 'roasted cashews', 'sundried tomatoes', 'tabasco']"
716361,1,45,None,None,357.8,False,[],['gluten free'],True,False,False,False,True,False,6,14,"['suya spice', 'quinoa and brown rice mix', 'butter', 'carrots', 'cherry tomatoes', 'chicken breast', 'garlic', 'seasoning cubes', 'bell pepper', 'roma tomato', 'scotch bonnet pepper', 'spring onion', 'vegetable oil', 'water']"
716408,4,30,None,None,303.59,False,"['Mediterranean', 'European', 'Greek']","['gluten free', 'pescatarian']",True,False,False,False,False,True,7,12,"['bell pepper', 'rice', 'basil', 'feta cheese', 'fish fillets', 'olive oil', 'oregano', 'pepper', 'onion', 'salt & pepper', 'tomato', 'white wine']"
661340,1,45,None,None,338.97,False,[],"['gluten free', 'primal']",True,False,False,False,True,False,5,12,"['almonds', 'balsamic vinegar', 'chicken', 'dijon mustard', 'feta cheese', 'thyme', 'ground pepper', 'shallot', 'spinach leaves', 'strawberries', 'strawberries', 'water']"
659135,2,45,None,None,520.46,False,[],"['gluten free', 'dairy free', 'whole 30', 'pescatarian']",True,False,False,False,True,False,9,10,"['potato', 'parsnip', 'carrot', 'onion', 'cherry tomatoes', 'salmon', 'olive oil', 'lemon juice', 'salt', 'rosemary and thyme']"
639851,2,45,None,None,626.14,False,[],"['gluten free', 'dairy free', 'whole 30']",True,False,False,False,True,False,13,12,"['olives', 'cod fillets', 'parsley', 'parsley leaves', 'lemon juice', 'olive oil', 'olive oil', 'plum tomatoes', 'potatoes', 'bell pepper', 'salt', 'a semi-smoked sausage']"
633921,2,60,None,None,443.76,False,[],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,19,13,"['apple cider vinegar', 'asparagus', 'balsamic vinegar', 'dill', 'garlic', 'grapeseed oil', 'herbs de provence', 'honey', 'juice of lemon', 'lemon zest', 'salmon fillet', 'salt and pepper', 'vegetable stock']"
982371,4,13,11,2,301.67,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,6,9,"['avocado', 'broccoli', 'rainbow cherry tomatoes', 'clementine', 'kale', 'quinoa', 'salt and pepper', 'baby brussell sprouts', 'stock']"
1095753,2,50,None,None,305.89,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,12,14,"['kale leaves', 'garlic', 'quinoa', 'cabbage', 'avocado', 'a cauliflower', 'olive oil', 'ground cumin', 'garden cress', 'garlic roasted', 'cashews soaked overnight in water', 'tahini', 'water', 'kosher salt']"
715523,4,30,10,20,369.37,False,[],['gluten free'],True,False,False,False,False,True,9,9,"['bell peppers', 'cayenne', 'chili powder', 'chorizo', 'cumin', 'green onion tops', 'monterrey jack and cheddar cheese', 'ground beef', 'quinoa']"
639891,5,45,None,None,704.87,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,17,14,"['ancho chile powder', 'canned tomatoes', 'brown sugar', 'cilantro', 'garlic cloves', 'ground cumin', 'jalapeño', 'olive oil', 'oregano', 'bell pepper', 'short', 'strong freshly coffee', 'tomato paste', 'onion']"
646651,4,45,None,None,312.55,False,[],['gluten free'],True,False,False,False,True,False,8,8,"['broccoli', 'pack maggi so herbs', 'olive oil', 'russet potato', 'pepper and salt', 'chicken breasts', 'sweet potatoes', 'butter']"
716330,1,45,None,None,450.95,False,[],"['gluten free', 'dairy free', 'whole 30']",True,False,False,False,True,False,7,6,"['chicken breast', 'chicken stock cube', 'mangos', 'pepper', 'suya seasoning mix', 'cooking spoon of vegetable oil']"
664090,4,45,None,None,447.82,False,[],['gluten free'],True,False,False,False,True,False,27,17,"['carrot', 'cucumber', 'garlic', 'pickled cucumbers / gherkins', 'jalapeno peppers', 'juice of lemon', 'lebanese cucumber', 'lemon juice', 'i gem lettuce', 'olive oil', 'parsley', 'cabbage', 'onion', 'roast chicken', 'salt & pepper', 'tomatoes', 'yoghurt']"
649944,4,45,None,None,159.25,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,3,10,"['cilantro', 'lentils', 'garlic', 'mango', 'olive oil', 'bell pepper', 'bell pepper', 'onion', 'salt', 'white wine vinegar']"
646043,4,45,None,None,164.1,False,"['Indian', 'Asian']","['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,10,15,"['baking powder', 'chillies', 'cinnamon powder', 'coriander', 'cumin seeds', 'curry leaves', 'garlic', 'lemon juice or', 'mung beans', 'mustard seeds', 'salt', 'sugar', 'sunflower oil', 'tomato', 'turmeric']"
652393,6,45,None,None,74.36,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,10,14,"['pepper', 'brown sugar', 'carrots', 'celery', 'herbs', 'garlic', 'grapeseed oil', 'lemon juice', 'lentils', 'onion', 'red wine vinegar', 'salt', 'tomatoes', 'water']"
640828,6,45,None,None,416.31,False,[],"['dairy free', 'pescatarian']",False,False,False,False,True,False,12,12,"['salmon fillet', 'leek', 'bell pepper', 'cherry tomatoes', 'extra virgin olive oil', 'panko crumbs', 'parsley', 'garlic clove', 'lemon zest', 'salt', 'pepper', 'extra virgin olive oil']"
639411,2,45,None,None,881.11,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'pescatarian']",True,False,False,False,True,False,20,10,"['chicken stock', 'cilantro', 'green onions', 'pacific halibut filets', 'juice of lime', 'another slug of blood orange olive oil', ""mollie stone's blood orange olive oil"", 'dusting of garlic-pepper', 'salt and pepper', 'white wine']"
661259,4,45,None,None,427.24,False,[],[],False,False,False,False,True,False,19,7,"['flank steak', 'olive oil', 'shallot', 'spinach', 'bread crumbs', 'gorgonzola', 'salt and pepper']"
659927,4,45,None,None,1157.26,False,[],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,20,18,"['the shrimp', 'shrimp', 'garlic cloves', 'olive oil', 'juice of lime', 'salt and pepper', 'the salad', 'the of 1 cos lettuce', 'basil leaves', 'corn', 'spring onions', 'pineapple', 'avocados into cubes', 'avocado', 'the dressing', 'tbsp olive oil', 'tbsp honey', 'juice of lime']"
659109,4,45,None,None,382.96,False,"['Mediterranean', 'Italian', 'European']","['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,18,9,"['quinoa', 'onion', 'kale', 'garlic cloves', 'olive oil', 'poached salmon', 'vegetable stock', 'salt', 'bell pepper']"
644826,6,45,None,None,305.98,False,"['Chinese', 'Asian']","['gluten free', 'dairy free']",True,False,False,False,True,False,9,16,"['apple cider vinegar', 'pepper', 'sesame seeds', 'carrots', 'extra virgin olive oil', 'cabbage', 'kosher salt', 'satsuma mandarins', 'cabbage', 'chicken breasts roasted', 'romaine lettuce hearts', 'scallions', 'sesame oil', 'juice of 1 mandarin (cut crosswise then tablespoon into jar over a strainer)', 'sesame seeds', 'xylitol']"
1000566,4,30,25,5,220.3,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,9,7,"['sirloin beef tips', 'cream of mushroom soup', 'garlic powder', ""dale's seasoning sauce"", 'olive oil', 'onion', 'water']"
664786,7,45,None,None,202.02,False,[],['dairy free'],False,False,False,False,True,False,6,11,"['venison stew meat', 'baby carrots 4 stalks celery 1 can mushrooms 1 piece pepper 1 cup flour and 3 tbsp 2 tablespoons bee', 'water', 'potatoes', 'onion', 'baby carrots', 'celery', 'mushrooms', 'bell pepper', 'flour and 3 tbsp', 'beef bouillon']"
659143,4,45,None,None,427.76,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'pescatarian']",True,False,False,False,True,False,7,12,"['arënkha msc caviar substitute', 'baby beets', 'bay leaf', 'pepper', 'extra virgin olive oil', 'fennel', 'lemon juice', 'salmon fillets', 'tarragon stalks', 'tarragon leaves', 'watercress', 'white wine']"
645978,4,45,None,None,299.64,False,[],['gluten free'],True,False,False,False,False,False,7,15,"['bell peppers', 'pepper', 'tomato sauce', 'canned tomatoes', 'parsley', 'eggs', 'garlic', 'ground beef', 'ground turkey', 'onion', 'parmesan cheese', 'rice', 'sugar', 'tomato soup', 'worcestershire sauce']"
716364,4,45,None,None,243.53,False,"['Indian', 'Asian']","['gluten free', 'dairy free']",True,False,False,False,False,False,5,10,"['coconut milk', 'corn starch', 'curry powder', 'garlic', 'seasoning cubes', 'mackerel', 'bulb of onion', 'kidney beans', 'rice', 'scotch bonnet peppers']"
631868,6,45,None,None,440.62,False,[],['dairy free'],False,False,False,False,False,False,10,4,"['pie crust', ""campbell's chicken gravy"", 'cut-up vegetables', 'cans swanson premium chicken breast in water']"
655573,4,45,None,None,104.84,False,[],"['dairy free', 'lacto ovo vegetarian', 'vegan']",False,False,True,True,True,False,13,6,"['tomato', 'parsley', 'garlic', 'olive oil', 'pkt penne', 'peppers']"
641387,4,30,None,None,80.08,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,6,9,"['bay leaf', 'roasted chestnuts', 'garlic', 'lentils', 'olive oil', 'onion', 'potato', 'roma tomatoes', 'salt and pepper']"
638626,4,45,None,None,490.25,False,"['South American', 'Latin American']","['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30', 'ketogenic']",True,False,False,False,True,False,13,15,"['asparagus', 'chili pepper flakes', 'flat leaf parsley', 'mint leaves', 'to 5 garlic cloves', 'garlic cloves', 'kosher salt', 'lemon juice', 'olive oil', 'oregano leaves', 'pepper', 'freshly cracked pepper', 'red wine vinegar', 'shallot', 'skirt steaks']"
655706,4,45,None,None,393.69,False,[],['dairy free'],False,False,False,False,True,False,25,16,"['angel hair pasta', 'olive oil', 'half alarge onion', 'garlic cloves', 'kosher salt', 'zucchini', 'asparagus', 'cherry tomatoes', 'paprika', 'pepper', 'cayenne pepper', 'oregano leaves', 'rosemary', 'red wine', 'water', 'flat parsley leaves']"
642121,1,45,None,None,463.72,False,['Middle Eastern'],"['dairy free', 'lacto ovo vegetarian', 'vegan']",False,False,True,True,True,False,4,7,"['bulgur', 'cucumbers', 'flat leaf parsley', 'lemon juice from a lemon', 'olive oil', 'salt', 'tomatoes']"
665378,6,45,None,None,123.22,False,['Middle Eastern'],['lacto ovo vegetarian'],False,False,False,True,True,False,22,18,"['agave nectar', 'feta cheese', 'flat leaf parsley leaves', 'garlic', 'ground sumac', 'kosher salt', 'lacinato kale leaves', 'lemon juice', 'lentils', 'olive oil', 'onion', 'parsley', 'persian cucumber', 'pita breads', 'radishes', 'salt and pepper', 'savoy cabbage', ""za'atar""]"
637297,4,45,None,None,140.25,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,13,20,"['olive oil', 'brown rice', 'twice amount of water', 'garlic gloves', 'tumeric', 'salt & pepper', 'onion', 'canned tomatoes', 'tomato puree', 'garlic gloves', 'cm ginger', 'chili', 'cinnamon', 'garam masala', 'paprika', 'sweet potatoes', 'juice of lemon', 'water', 'cauliflower', 'chickpeas']"
1046982,4,40,25,15,481.76,False,['American'],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30']",True,False,False,False,True,False,13,10,"['bell pepper', 'garlic', 'ground turkey', 'olive oil', 'onion', 'salt and pepper', 'sweet potatoes', 'tomato paste', 'tomato sauce', 'water']"
716342,1,45,None,None,167.49,False,[],"['gluten free', 'dairy free', 'whole 30', 'ketogenic']",True,False,False,False,False,False,5,7,"['suya spice', 'chicken', 'chilli powder', 'cooking spoon groundnut oil', 'seasoning cubes', 'onions and tomatoes', 'salt']"
654959,4,45,None,None,168.12,False,[],['pescatarian'],False,False,False,False,True,False,9,11,"['flour', 'green onions', 'non-fat milk', 'olive oil', 'onion', 'parmesan cheese', 'parsley', 'tubular pasta', 'peas', 'dsh pepper sauce', 'water-packed tuna']"
640321,3,45,None,None,646.04,False,[],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,16,13,"['dungeness crab- cooked&', 'quinoa', 'orange juice', 'chicken stock', 'mango', 'fresno chile', 'avocado', 'lime', 'roma tomato', 'cilantro', 'green onion', 'clove garlic', 'salmon']"
636604,4,45,None,None,154.73,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,15,10,"['pepper', 'butternut squash', 'extra tofu', 'lemon juice', 'hazel nuts', 'bell pepper', 'onions', 'rosemary leaves', 'salt', 'water']"
663985,6,45,None,None,295.38,False,[],['dairy free'],False,False,False,False,False,False,17,12,"['olive oil', 'acorn squash', 'brown basmati rice', 'onion', 'garlic', 'ground turkey', 'baby bella mushrooms', 'spinach', 'vegeta seasoning', 'bell pepper flakes', 'salt and pepper', 'bread crumbs']"
640921,2,60,None,None,357.85,False,[],['gluten free'],True,False,False,False,True,False,9,12,"['artichoke', 'chicken breasts', 'garlic', 'lemon', 'maple syrup', 'olive olive oil', 'parmesan', 'bell pepper', 'potato', 'rosemary', 'salt', 'mozzarella cheese']"
982382,4,25,20,5,271.9,False,['Mexican'],"['gluten free', 'dairy free']",True,False,False,False,True,False,10,12,"['boneless/skinless chicken breasts', 'black beans', 'corn', 'chilis', 'canned tomatoes', 'chili powder', 'cilantro', 'bell pepper', 'green onion', 'olive oil', 'onion', 'water']"
661365,3,45,None,None,361.48,False,[],['lacto ovo vegetarian'],False,False,False,True,True,False,11,9,"['feta', 'olive oil', 'pine nuts', 'onion', 'salt', 'spinach', 'tomatoes', 'water', 'couscous']"
641072,2,45,None,None,204.82,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,8,14,"['chickpeas/garbanzo beans', 'potatoes', 'water', ""not chicken' vegan bouillons"", 'onion', 'garlic', 'canned tomatoes', 'veggies', 'ground ginger', 'cumin', 'curry powder', 'garam masala', 'pepper and liquid aminos', 'oil']"
646930,4,45,None,None,324.76,False,[],['gluten free'],True,False,False,False,False,False,20,14,"['broccoli', 'shallot', 'juice of lemon', 'vegetable broth', 'pepper', 'salt', 'onion', 'yogurt', 'yukon gold potatoes', 'parsley', 'bay leaf', 'olive oil', 'almond milk', 'cheddar cheese']"
648279,3,20,None,None,209.48,False,"['Mediterranean', 'Italian', 'European']","['dairy free', 'pescatarian']",False,False,False,False,True,False,5,8,"['chillies', 'garlic', 'ground pepper', 'juice of lemon', 'parsley leaves', 'pasta shells', 'bell pepper', 'tuna']"
660736,2,45,None,None,902.32,False,[],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,False,False,9,10,"['apple cider vinegar', 'ginger', 'halibut fillets', 'jalapeno', 'lime', 'olive oil', 'peach', 'onion', 'soy sauce', 'white wine']"
633754,1,45,None,None,861.26,False,"['Mediterranean', 'French', 'European']","['gluten free', 'lacto ovo vegetarian', 'primal']",True,False,False,True,True,False,12,10,"['eggplant', 'feta cheese', 'basil', 'garlic cloves', 'bell peppers', 'olive oil', ""onion cut ' pieces"", 'red wine vinegar', 'tomatoes', 'zucchini cut']"
633766,6,45,None,None,185.54,False,[],['lacto ovo vegetarian'],False,False,False,True,True,False,9,8,"['broccoli flowerets', 'basil', 'fennel seeds', 'pasta sauce', 'rigatoni', 'mozzarella cheese', 'ready-cut tomatoes', 'vegetable burger crumbles']"
1096185,4,30,None,None,228.59,False,[],"['dairy free', 'lacto ovo vegetarian', 'vegan']",False,False,True,True,True,False,8,16,"['lemon zest', 'squeezed lemon juice', 'sugar', 'dijon mustard', 'kosher salt', 'pepper', 'olive oil', 'tri-color pearl couscous', 'apricots', 'carrots', 'celery', 'raisins', 'garbanzo beans', 'hazelnuts', 'onion', 'parsley']"
730914,1,45,None,None,313.8,False,[],"['gluten free', 'primal']",True,False,False,False,False,False,14,5,"['balsamic vinegar', 'chicken breast', 'm zarella cheese', 'basil olive oil', 'tomato']"
642602,2,45,None,None,279.93,False,[],[],False,False,False,False,True,False,10,16,"['balsamic vinegar', 'pepper', 'brussels sprouts', 'farro', 'flat leaf parsley', 'garlic clove', 'lemon juice', 'olive oil', 'parmesan', 'chili flakes', 'red/yellow onion', 'salt', 'sunflower seeds', 'tomatoes', 'walnuts', 'water']"
653682,4,45,None,None,243.13,False,[],"['gluten free', 'lacto ovo vegetarian']",True,False,False,True,True,False,22,17,"['broccoli florets', 'burrata', 'crinkled carrots', 'cauliflower florets', 'basil', 'garlic', 'peppers', 'ketchup', 'olive oil', 'oregano', 'pepper', 'quinoa', 'roma tomatoes', 'salt', 'water', 'mushrooms', 'onions']"
660290,8,45,None,None,360.46,False,"['Indian', 'Asian']",['gluten free'],True,False,False,False,False,False,4,18,"['baking potatoes', 'beef broth', 'butter', 'cilantro', 'curry', 'fennel powder', 'garam masala', 'garlic', 'ginger', 'lamb stew meat', 'mushrooms', 'olive oil', 'onion', 'oregano', 'yogurt', 'rosemary', 'salt', 'tomato paste']"
1095791,2,30,None,None,342.2,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,8,10,"['quinoa', 'iceberg lettuce', 'tomatoes', 'cucumber', 'peppers', 'carrot', 'olive tapenade', 'salt and pepper', 'extra virgin olive oil', 'apple cider vinegar']"
632718,6,45,None,None,81.84,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,12,8,"['apricots soaked in', 'water', 'garbanzo beans soaked', 'overnight in water', 'water', 'lentils', 'onions', 'malt syrup']"
639957,2,20,None,None,396.38,False,[],['pescatarian'],False,False,False,False,True,False,9,14,"['chicken broth', 'cod', 'flour', 'garlic', 'lemon juice', 'olive oil', 'parmesan cheese', 'roma tomatoes', 'salt and pepper', 'shallot', 'spinach', 'white wine', 'pasta', 'to)']"
660926,2,45,None,None,454.9,False,"['bbq', 'Barbecue']","['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,9,7,"['barbecue sauce', 'barbecue seasoning', 'hoisin sauce', 'honey', 'lemon', 'salmon fillets', 'sea salt']"
652594,6,45,None,None,149.47,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,12,13,"[""bragg's all natural apple cider vinegar"", 'of basil', 'bell peppers', 'coconut oil', 'quinoa', 'cilantro', 'garlic', 'sprouted mung beans', 'onions', 'of oregano', 'salt and pepper', 'spinach', 'tomatoes']"
