id,servings,readyInMins,cookMins,prepMins,pricePerServing,isCheap,cuisines,diets,glutenFree,lowFodmap,vegan,vegetarian,veryHealthy,veryPopular,numSteps,numIngrs,ingrList
642540,4,45,None,None,187.34,False,['American'],"['dairy free', 'lacto ovo vegetarian', 'vegan']",False,False,True,True,False,False,7,15,"['garbanzo beans', 'chili powder', 'coriander', 'cumin', 'flour', 'parsley', 'garlic', 'juice of lemon', 'pita pockets', 'onion', 'salt and pepper', 'tahini', 'turmeric', 'vegetable oil', 'water']"
663177,3,45,None,None,153.6,False,"['Thai', 'Asian']","['gluten free', 'dairy free', 'paleolithic', 'primal', 'pescatarian']",True,False,False,False,True,False,8,8,"['wine', 'garlic', 'stem lemongrass', 'mussels', 'olive oil', 'chilies', 'thai basil leaves', 'water']"
642619,4,25,None,None,505.89,False,[],['pescatarian'],False,False,False,False,True,False,None,8,"['dill', 'feta', 'juice of lemon', 'olive oil', 'panko', 'bell pepper', 'salmon fillets', 'sea salt']"
452116,2,40,None,None,338.14,False,[],[],False,False,False,False,True,False,20,10,"['rosemary', 'garlic', 'mushrooms', 'olive oil', 'parmesan cheese', 'red wine', 'salt and pepper', 'savoy cabbage', 'walnuts', 'spaghetti']"
658087,4,45,None,None,226.46,False,[],"['gluten free', 'lacto ovo vegetarian']",True,False,False,True,True,False,7,10,"['cauliflower', 'quinoa', 'walnuts', 'apricots', 'feta cheese', 'green onions', 'parsley', 'salt and pepper', 'lemon', 'olive oil']"
640338,2,45,None,None,321.24,False,[],['lacto ovo vegetarian'],False,False,False,True,True,False,7,14,"['lentils', 'cracked wheat', 'dates', 'extra virgin olive oil', 'parsley', 'greek yogurt', 'ground coriander', 'ground cumin', 'lemon', 'onion', 'sesame seeds', 'paprika', 'tahini', 'zucchini']"
655806,4,45,None,None,145.49,False,[],[],False,False,False,False,False,False,5,8,"['farfalle', 'flat leaf parsley', 'garlic', 'yogurt', 'nuts', 'olive oil', 'parmesan cheese', 'salt & pepper']"
660490,4,45,None,None,561.88,False,[],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,15,8,"['sockeye salmon fillets', 'kiwis', 'lemonade', 'lemon and pepper seasoning', 'olive oil', 'lemon wedges', 'lemon zest', 'scallion']"
657679,2,45,None,None,430.26,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,9,11,"['asparagus', 'avocado', 'garlic clove', 'honey', 'juice of lemon', 'olive oil', 'quinoa', 'salt', 'herb seasoning', 'shallots', 'sun tomatoes']"
662654,4,45,None,None,477.97,False,[],"['gluten free', 'dairy free', 'fodmap friendly', 'pescatarian']",True,True,False,False,False,False,21,9,"['brown sugar', 'chicken stock', 'ginger', 'liquid smoke', 'peanut oil', 'mahogany rice', 'salmon', 'salt and pepper', 'soy sauce']"
633624,6,45,None,None,396.08,False,['Southern'],[],False,False,False,False,False,False,16,20,"['buttermilk', 'buttermilk', 'cauliflower', 'cauliflower mash', 'cayenne pepper', 'chicken', 'dijon mustard', 'mustard', 'flour', 'garlic cloves', 'lemon juice', 'lemon peel', 'cream', 'panko', 'paprika', 'parmesan cheese', 'ricotta', 'salt and pepper', 'chicken breast', 'thyme']"
659060,2,45,None,None,885.94,False,[],"['gluten free', 'pescatarian', 'ketogenic']",True,False,False,False,True,False,66,14,"['butter', 'carrot', 'liquid chicken stock', 'chives to garnish', 'cooking oil', 'cream', 'extra virgin olive oil', 'garlic', 'lemon grass', 'lemon juice', 'lemons', 'salmon fillets', 'salt and pepper', 'spinach leaves']"
648627,4,45,None,None,489.91,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30']",True,False,False,False,True,False,5,8,"['bay leaves', 'chicken broth', 'parsley', 'garlic', 'grape tomatoes', 'olive oil', 'pepper', 'pork loin roast']"
652775,2,45,None,None,664.0,False,[],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,16,13,"['olive oil', 'onion', 'fennel', 'garlic', 'tomatoes', 'fennel seeds', 'chilli flakes', 'white wine', 'sugar', 'salt and pepper', 'basil - greek basil if you have it', 'mussels', 'flat leaf parsley']"
1095806,2,30,None,None,779.65,False,"['Spanish', 'European']","['gluten free', 'dairy free', 'whole 30', 'pescatarian']",True,False,False,False,True,False,7,9,"['croutons', 'olives', 'onions', 'bell peppers', 'paprika', 'coarse sea salt', 'ground pepper', 'olive oil', 'salmon fillets']"
658357,4,45,None,None,192.13,False,[],[],False,False,False,False,False,False,23,14,"['sausages', 'leek', 'sage', 'garlic cloves', 'onion', 'canned tomatoes', 'rigatoni', 'milk', 'thyme', 'cayenne pepper', 'butter', 'extra virgin olive oil', 'sugar', 'salt& pepper']"
644108,2,45,None,None,429.75,False,[],"['gluten free', 'lacto ovo vegetarian']",True,False,False,True,True,False,6,10,"['almonds', 'oil evo', 'bell pepper', 'onion', 'ricotta cheese', 'saffron', 'salt', 'zucchini flowers', 'fusilloro verrigni o fusilloni', 'fusilloro verrigni o fusilloni']"
635055,3,45,None,None,854.56,False,[],"['gluten free', 'lacto ovo vegetarian']",True,False,False,True,True,False,4,9,"['black beans', 'brown rice', 'corn', 'cumin', 'lightly sauteed onions', 'peppers', 'salsa', 'salt and pepper', 'cheddar']"
639401,4,45,None,None,229.85,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,21,11,"['tied pork shoulder', 'salt and pepper', 'olive oil', 'onions', 'calvados brandy', 'granny smith apple', 'garlic cloves', 'thyme', 'apple cider', 'chicken stock', 'dijon mustard']"
665831,1,45,None,None,899.66,False,[],"['gluten free', 'dairy free', 'paleolithic', 'lacto ovo vegetarian', 'primal', 'whole 30', 'vegan']",True,False,True,True,True,False,3,9,"['baby/lolo lettuce', 'roquette lettuce', 'fennel bulb and leaves', 'bell pepper', 'bell pepper', 'pickled cucumber', 'blacks olives', 'rosemary', 'olive oil']"
635701,6,45,None,None,288.26,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,4,9,"['rice', 'green onions', 'onion', 'parsley', 'bell pepper', 'pork meat', 'pork liver', 'salt', 'sausage casings']"
982375,4,75,70,5,941.92,False,[],"['gluten free', 'dairy free', 'whole 30']",True,False,False,False,True,False,9,7,"['baby carrots', 'beed broth', 'roast', 'olive oil', 'onion', 'potatoes', ""dale's steal seasoning""]"
1052360,8,40,30,10,265.54,False,[],['dairy free'],False,False,False,False,True,False,16,11,"['avocado oil', 'beef stock', 'guinness beer', 'honey optional', 'lamb stew meat', 'leek', 'bell pepper', 'potatoes', 'salt', 'sweet potatoes', 'thyme and rosemary']"
662087,2,45,None,None,587.16,False,[],"['gluten free', 'primal', 'pescatarian', 'ketogenic']",True,False,False,False,True,False,11,10,"['brie cheese', 'dill weed', 'garlic', 'olive oil', 'olives', 'onion', 'salmon filets', 'salt and pepper', 'spinach', 'tomatoes']"
645849,4,45,None,None,445.4,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'fodmap friendly', 'whole 30', 'pescatarian']",True,True,False,False,True,False,10,7,"['blood orange cilantro vinaigrette', 'cucumber', 'grape tomatoes', 'jicama', 'greens', 'salmon steaks', 'salt and pepper']"
641893,6,45,None,None,395.49,False,"['Mediterranean', 'Italian', 'European']",[],False,False,False,False,False,False,16,19,"['equivalent amount of a ground beef/bulk sausage mix', 'ricotta', 'oregano', 'basil', 'parmesan cheese', 'pasta sauce', 'pizza sauce', 'pepper flakes', 'pepperoni', 'mozzarella', 'aged provolone', 'herbed parmesan drop biscuits', 'additional parmesan cheese', 'baking mix', 'parmesan cheese', 'seasoning', 'milk', 'or', 'or']"
638780,4,30,None,None,224.47,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian']",True,False,False,True,True,False,13,10,"['pepper', 'to 3 broccoli', 'to 5 chicken broth', 'extra virgin olive oil', 'garlic', 'mellow miso', 'onion', 'salt', 'lite silken tofu', 'to 2 tarragon']"
716300,3,45,None,None,146.54,False,"['Mediterranean', 'Italian', 'European']",['dairy free'],False,False,False,False,False,False,12,14,"['beef', 'bell pepper', 'bell peppers', 'bread flour', 'seasoning cube', 'oil', 'oil', 'onions', 'over-ripe plantain', 'salt', 'sugar', 'tomato)', 'water', 'yeast']"
646034,6,45,None,None,289.53,False,"['European', 'Irish']",['dairy free'],False,False,False,False,True,False,26,11,"['corned beef brisket', 'carrots', 'parsnips', 'potatoes', 'garlic', 'guinness', 'beef broth', 'pickling spice', 'brown sugar', 'bay leaf', 'spicy honey mustard']"
649405,4,45,None,None,675.42,False,['Middle Eastern'],"['gluten free', 'dairy free']",True,False,False,False,True,False,12,11,"['pepper', 'rice', 'coriander seed', 'lentils', 'garlic', 'ham bone', 'lemon juice', 'onion', 'salt', 'spinach', 'water']"
638248,2,45,None,None,316.62,False,[],[],False,False,False,False,False,False,25,14,"['all purpose flour', 'angel hair pasta', 'chicken breast', 'capers', 'chicken broth', 'basil', 'garlic cloves', 'kosher salt and pepper', 'lemon zest', 'lemons', 'olive oil', 'chili flakes', 'roma tomatoes', 'butter']"
664737,6,45,None,None,310.32,False,"['Mediterranean', 'Italian', 'European']",[],False,False,False,False,True,False,17,21,"['basil& oregano', 'basil leaves', 'chives', 'parsley', 'sage leaves', 'garlic cloves', 'garlic salt', 'ground nutmeg', 'lasagna', 'ricotta cheese', 'mushrooms', 'olive oil', 'oregano', 'parmesan', 'cube pecorino cheese', 'cracked pepper', 'pepper flakes', 'mozzarella', 'spinach', 'oz can san marzano tomatoes', 'zucchini']"
633344,4,45,None,None,220.3,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30']",True,False,False,False,False,False,9,6,"['bacon', 'pepper', 'coarse salt', 'sage', 'garlic powder', 'pork tenderloin']"
640134,6,45,None,None,649.19,False,"['European', 'Irish']",['gluten free'],True,False,False,False,True,False,10,10,"['bay leaves', 'butter', 'cabbage', 'carrots', 'corned-beef brisket', 'garlic', 'onions', 'parsley', 'peppers', 'potatoes']"
664565,4,30,None,None,123.65,False,"['Mediterranean', 'Italian', 'European']",[],False,False,False,False,True,False,16,12,"['bay leaf', 'cannellini beans', 'carrots', 'basil', 'elbow macaroni', 'ground pepper', 'olive oil', 'onion', 'parmesan cheese', 'salt', 'tomato', 'zucchini']"
639606,4,45,None,None,463.16,False,"['Mediterranean', 'European', 'Greek']",[],False,False,False,False,False,False,21,19,"['bread crumbs', 'butter', 'canned tomatoes', 'egg plants', 'egg yolks', 'feta cheese', 'flour', 'garlic', 'ground allspice', 'ground cinnamon', 'ground nutmeg', 'salt and ground pepper', 'beef', 'warm milk', 'olive oil', 'olive oil', 'onions', 'sea salt', 'tomato paste']"
635081,4,45,None,None,118.13,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,11,10,"['black beans', 'brown rice', 'cumin powder', 'garlic', 'hemp seeds', 'baby kale', 'olive oil', 'pepper', 'salt', 'sesame seeds']"
1098387,4,30,None,None,208.57,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,False,False,16,9,"['quinoa', 'water', 'salt', 'olive oil', 'barberries', 'slivered almonds', 'slivered pistachios', 'coriander', 'mint']"
645856,2,15,None,None,967.87,False,['Mexican'],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30', 'pescatarian']",True,False,False,False,True,False,8,14,"['anaheim peppers', 'cherries', 'basil', 'mint', 'garlic', 'juice of lime', 'lime zest', 'mango', 'olive oil', 'peach', 'pineapple', 'salmon fillet', 'salt and pepper', 'shallot']"
729531,4,90,None,None,280.35,False,['Southern'],[],False,False,False,False,False,False,20,12,"['cornbread', 'egg', 'flour', 'green onions', 'jalapeno', 'lemon pepper', 'chicken broth', 'milk', 'parsley', 'pork tenderloin', 'salt and pepper', 'butter']"
654125,6,45,None,None,742.04,False,"['Mediterranean', 'Italian', 'European']",['dairy free'],False,False,False,False,True,False,6,11,"['veal shanks', 'parsley', 'rind lemon', 'flour', 'bell pepper', 'olive oil', 'garlic', 'onion', 'chicken stock', 'wine', 'tomato sauce']"
641973,8,45,None,None,529.85,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30']",True,False,False,False,True,False,11,7,"['leg of lamb', 'garlic cloves', 'extra virgin olive oil', 'flat leaf parsley', 'rosemary', 'kosher salt', 'pepper']"
1095742,6,50,None,None,184.47,False,"['Mediterranean', 'Italian', 'European']",['dairy free'],False,False,False,False,False,False,9,11,"['onion', 'garlic', 'butternut squash', 'zucchini', 'carrot', 'oregano', 'cannellini beans', 'tomatoes', 'vegetable stock', 'tomato puree', 'fusilli pasta']"
661741,1,45,None,None,273.93,False,[],['dairy free'],False,False,False,False,False,False,4,4,"['strawberries', 'chocolate chips- handful', 'sourdough bread', 'olive oil and brush']"
642453,4,45,None,None,158.05,False,[],[],False,False,False,False,True,False,13,9,"['ditilini pasta', 'garlic cloves', 'olive oil', 'cannellini beans', 'vegetable broth', 'salt & pepper', 'escarole', 'pepper flakes', 'parmesan cheese']"
643055,4,75,None,None,416.24,False,"['South American', 'Latin American']","['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30']",True,False,False,False,True,False,7,6,"['extra virgin olive oil', 'flank steak', 'garlic', 'oregano', 'parsley', 'red wine vinegar']"
642113,6,45,None,None,228.86,False,[],[],False,False,False,False,False,False,20,9,"['butter', 'celery', 'chicken broth', 'parsley', 'onion', 'bell pepper', 'pork chops', 'salt', 'bread']"
643059,2,15,None,None,583.79,False,[],"['gluten free', 'primal']",True,False,False,False,True,False,10,17,"['balsamic vinegar', 'feta', 'flank steak', 'garlic', 'grill seasoning', 'lemon juice', 'lemon zest', 'salad greens', 'mushroom', 'olive oil', 'olives', 'oregano', 'bell pepper', 'onion', 'pepper flakes', 'roma tomato', 'salt']"
664678,4,45,None,None,129.39,False,"['Mediterranean', 'European', 'Greek']","['gluten free', 'dairy free']",True,False,False,False,True,False,10,12,"['canned tomatoes', 'carrot', 'basil', 'egg substitute equivalent to 3 eggs - i use ener-g substitute= teaspoons of ener', 'evoo', 'garlic', 'garlic salt', 'onions', 'packages of portabella mushrooms', 'russet potatoes', 'salt and pepper', 'soy milk']"
642597,4,45,None,None,661.16,False,[],[],False,False,False,False,False,False,9,10,"['tablespoons olive oil', 'leeks', 'gr farro', 'celery', 'carrot', 'onion', 'meat stock **please do not use bullion cubes', 'herbs - i use 1 sprig of thyme & a bay', 'parmesan cheese', 'salt & pepper']"
639392,6,45,None,None,212.53,False,['American'],[],False,False,False,False,True,False,18,26,"['avocado', 'bay leaf', 'bittersweet chocolate chips', 'black beans', 'black beans', 'kidney beans', 'canned tomatoes', 'chili', 'chili powder', 'flour tortillas', 'cilantro', 'garlic cloves', 'ground coriander', 'ground cumin', 'ground pepper', 'monterey jack cheese', 'olive oil', 'oregano', 'bell pepper', 'sea salt', 'shallot', 'cream', 'tomatillos', 'water', 'garnishes', 'garnishes']"
1096025,4,30,None,None,538.24,False,"['South American', 'Latin American']","['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30', 'ketogenic']",True,False,False,False,True,False,16,17,"['flank steak', 'olive oil', 'salt and pepper to season', 'onion', 'baby bella mushrooms', 'spring mix', 'cherry tomatoes', 'avocado', 'lightly parsley', 'garlic', 'thyme', 'pepper flakes', 'bone broth', 'red wine vinegar', 'extra virgin olive oil', 'salt', 'pepper']"
633132,2,45,None,None,353.91,False,[],"['gluten free', 'dairy free', 'whole 30']",True,False,False,False,False,False,6,8,"['avocados', 'cherry tomatoes', 'extra virgin olive oil', 'limes', 'mayonnaise', 'pepper', 'salad', 'chicken breast']"
1697553,2,30,15,15,476.63,False,['Southern'],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'pescatarian']",True,False,False,False,True,False,28,9,"['collard greens', 'olive oil', 'kosher salt', 'garlic', 'pepper flakes', 'lemon juice', 'salmon steaks', 'honey', 'freshly cracked pepper']"
634972,3,45,None,None,627.47,False,[],['pescatarian'],False,False,False,False,False,False,11,12,"['pine nuts', 'bigoli pasta', 'olive oil', 'onion', 'garlic', 'wine', 'lemon juice', 'lemon zest', 'cream', 'chives', 'salmon', 'pepper']"
658091,4,45,None,None,139.1,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian']",True,False,False,True,True,False,13,20,"['water', 'juice of lemon', 'salt', 'quinoa', 'olive oil', 'shallots', 'kale', 'apple cider vinegar', 'lemon zest', 'blood oranges', 'pomegranate seeds', 'garbanzo beans', 'juice of lemon', 'honey', 'olive oil', 'meyer lemon juice', 'blood orange juice', 'apple cider vinegar', 'vegetable stock', 'salt and pepper']"
654435,2,25,None,None,420.24,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30', 'pescatarian']",True,False,False,False,True,False,9,8,"['pepper', 'dill', 'garlic clove', 'lemon juice', 'lemon wedges', 'olive oil', 'salmon fillets', 'salt']"
665261,3,45,None,None,592.84,False,[],"['gluten free', 'dairy free', 'whole 30']",True,False,False,False,True,False,27,17,"['chicken -the one here is 4.5lbs.', 'onion', 'garlic cloves', 'broccoli', 'carrots', 'lemons', 'thyme', 'olive oil', 'apple cider vinegar', 'chicken stock', 'water', 'ground pepper', 'potatoes', 'onion', 'garlic', 'veggie stock', 'salt and pepper']"
649187,4,45,None,None,393.11,False,[],"['dairy free', 'pescatarian']",False,False,False,False,True,False,10,15,"['baby sweetcorn', 'bean sprouts', 'coriander freshly torn to garnish', 'iamb neck fillet', 'clv garlic', 'mm piece ginger root and squeezed', 'creamed horseradish', 'hoi sin sauce', 'macadamia nuts', 'mustard', 'bell pepper', 'rice noodles', 'soy sauce to season', 'spring onions', 'sunflower oil']"
633774,3,45,None,None,735.94,False,[],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,13,9,"['cod fillet', 'olive oil', 'paprika', 'bell pepper', 'very onion', 'potatoes', 'white wine', 'salt and pepper', 'parsley']"
13073,4,52,None,None,292.71,False,[],"['gluten free', 'dairy free', 'fodmap friendly', 'whole 30', 'pescatarian']",True,True,False,False,True,False,None,6,"['sashimi grade ahi tuna filet', 'belgian endive', 'pea greens', 'sauce', 'roasted peppers', 'yams']"
657682,2,45,None,None,463.69,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,True,False,11,13,"['cooking oil to saute', 'garlic', 'garlic powder', 'ground pepper', 'olive oil to drizzle', 'onion', 'orange bell pepper', 'peas', 'portabella mushrooms', 'quinoa', 'sea salt', 'tomato', 'water']"
715393,1,45,None,None,315.97,False,[],"['gluten free', 'lacto ovo vegetarian', 'primal']",True,False,False,True,False,False,None,6,"['almond', 'kiwi', 'milk', 'greek yogurt', 'raspberries', 'strawberries']"
640990,1,45,None,None,1127.28,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30']",True,False,False,False,True,False,15,14,"['¼ olive oil', '¼ lime juice', 'orange juice', 'garlic cloves', 'water', '½ cumin', '½ salt', '½ pepper', '½ oregano', 'hand full of cilantro', 'flank steak', 'avocado', 'tomato', 'onion']"
646556,4,45,None,None,274.37,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,8,12,"['bay leaf', 'beef stew meat', 'beef broth', 'golden mushroom soup', 'garlic', 'kale', 'merlot', 'mushroom', 'olive oil', 'onion', 'water', 'worcestershire sauce']"
149425,2,60,None,None,373.69,False,[],[],False,False,False,False,False,False,10,10,"['breadcrumbs', 'cheddar cheese', 'chicken breasts', 'deli ham', 'marjoram', 'parsley', 'rosemary', 'egg', 'flour', 'salt and pepper']"
644581,2,45,None,None,414.8,False,['American'],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,12,10,"['salmon', 'ginger', 'garlic', 'brown sugar', 'rice vinegar', 'chili sauce', 'soy sauce', 'water', 'green onions', 'salt and pepper']"
637325,4,45,None,None,329.66,False,[],['pescatarian'],False,False,False,False,False,False,8,15,"['surimi crab sticks', 'basil', 'basil', 'parsley', 'garlic', 'olive oil', 'parmesan cheese', 'pasta', 'pepper', 'plum tomatoes', 'red wine', 'salmon fillets', 'salt', 'sugar', 'tomato puree']"
641128,2,45,None,None,571.82,False,"['Indian', 'Asian']","['gluten free', 'primal', 'pescatarian']",True,False,False,False,True,False,13,9,"['mussels', 'onion', 'wine', 'crème fraiche', 'curry powder', 'cayenne pepper', 'parsley', 'olive oil', 'salt and pepper']"
642610,7,45,None,None,147.24,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian', 'vegan']",True,False,True,True,False,False,15,17,"['extra virgin olive oil', 'garlic', 'onions', 'peppers', 'carrots', 'celery', 'eggplant', 'green beans', 'squash', 'zucchini', 'tomatoes', 'thyme leaves', 'cumin', 'kosher salt', 'oregano', 'kidney beans', 'brown lentils']"
648247,3,45,None,None,1210.31,False,"['Mediterranean', 'Italian', 'European']","['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30', 'pescatarian']",True,False,False,False,True,False,12,15,"['baby portobello mushrooms', 'bay leaves', 'canned tomatoes', 'club soda', 'seafood stock/ fish stock', 'parsley', 'garlic', 'mussels', 'onion', 'salt', 'seasoning', 'shrimps', 'tilapia', 'tomato', 'tomato paste']"
982368,3,45,None,None,362.46,False,['Mexican'],['gluten free'],True,False,False,False,True,False,31,11,"['avocado', 'bell peppers', 'chicken breasts', 'chili powder', 'cilantro', 'cumin', 'lettuce', 'quinoa', 'salsa', 'salt and pepper', 'shredded cheese']"
659237,8,45,None,None,718.18,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'pescatarian']",True,False,False,False,True,False,14,15,"['canned tomatoes', 'clams', 'wine', 'freshly dungeness crabs', 'fish', 'basil', 'parsley', 'garlic', 'ground pepper', 'olive oil', 'oregano', 'shrimp', 'scallops', 'tomato paste', 'onion']"
648259,2,45,None,None,219.28,False,"['Mediterranean', 'Italian', 'European']","['dairy free', 'pescatarian']",False,False,False,False,True,False,14,5,"['anchovy', 'breadcrumbs', 'olive oil', 'string beans', 'onion']"
649933,4,30,None,None,256.25,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,10,11,"['chicken stock', 'chorizo into cubes', 'thyme leaves', 'garlic', 'lentils', 'bell pepper', 'salt', 'shallots', 'paprika', 'sunflower oil', 'tomato purée']"
648721,4,45,None,None,292.88,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30']",True,False,False,False,True,False,14,13,"['sweet potatoes', 'onion', 'kale', 'mushrooms', 'chicken sausage', 'chicken stock', 'garlic', 'thyme', 'ground coriander', 'chili flakes', 'sea salt', 'pepper', 'olive oil']"
638588,4,45,None,None,832.36,False,['Mexican'],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,True,False,23,19,"['shallot', 'chili pepper flakes', 'lime zest', 'grape seed', 'water', 'avocados', 'cucumber', 'green onions', 'unpasteurized shiro miso', 'lime', 'water', 'prawns', 'scallops', 'olives', 'satsuma orange', 'coriander leaves', 'unrefined sea salt', 'cracked pepper', 'rice bran oil']"
643061,4,45,None,None,268.73,False,['Mexican'],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30', 'ketogenic']",True,False,False,False,False,False,10,10,"['cilantro', 'extra virgin olive oil', 'flank steak', 'garlic clove', 'jalapeno', 'juice of lemon', 'juice of lime', 'salt and pepper', 'scallions', 'tomatoes']"
652706,1,45,None,None,939.74,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian']",True,False,False,True,True,False,11,7,"['bot beer', 'strong mushroom broth', 'carrots', 'pkt firm/extra tofu', 'garlic', 'mushrooms', 'onion']"
